segment_id,meeting_id,speaker_id,dact_id,word,start_time,end_time,dialogue_act_type,dialogue_act_gloss,dialogue_act_category,event_type,pair_id,pair_type,pair_type_gloss,target_speaker_id,target_dact_id,audio,video,lip_video
ES2005c-D-2236.23-2236.54-laughter,ES2005c,D,ES2005c.D.dialog-act.dharshi.391,<laugh>,2236.23,2236.544,be.pos,Be-Positive,Other,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2005c-D-2236.23-2236.54-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2005c-D-2236.23-2236.54-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/ES2005c-D-2236.23-2236.54-laughter_lip.mp4
ES2013b-D-1031.23-1032.23-laughter,ES2013b,D,ES2013b.D.dialog-act.vkaraisk.103,<laugh>,1031.235,1032.235,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2013b-D-1031.23-1032.23-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2013b-D-1031.23-1032.23-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/ES2013b-D-1031.23-1032.23-laughter_lip.mp4
ES2013b-D-1807.32-1808.10-laughter,ES2013b,D,ES2013b.D.dialog-act.vkaraisk.187,<laugh>,1807.322,1808.095,stl,Stall,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2013b-D-1807.32-1808.10-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2013b-D-1807.32-1808.10-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/ES2013b-D-1807.32-1808.10-laughter_lip.mp4
ES2013b-D-1921.11-1921.33-laughter,ES2013b,D,ES2013b.D.dialog-act.vkaraisk.213,<laugh>,1921.11,1921.325,be.pos,Be-Positive,Other,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/ES2013b-D-1921.11-1921.33-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/ES2013b-D-1921.11-1921.33-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/lip_segments/ES2013b-D-1921.11-1921.33-laughter_lip.mp4
IS1003c-A-192.86-194.47-laughter,IS1003c,A,IS1003c.A.dialog-act.vkaraisk.21,<laugh>,192.864,194.467,und,Comment-About-Understanding,Other,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/IS1003c-A-192.86-194.47-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/IS1003c-A-192.86-194.47-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/lip_segments/IS1003c-A-192.86-194.47-laughter_lip.mp4
IS1003c-A-297.09-297.45-laughter,IS1003c,A,IS1003c.A.dialog-act.vkaraisk.36,<laugh>,297.09,297.448,ass,Assess,Task,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/IS1003c-A-297.09-297.45-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/IS1003c-A-297.09-297.45-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/lip_segments/IS1003c-A-297.09-297.45-laughter_lip.mp4
IS1003c-A-576.66-579.02-laughter,IS1003c,A,IS1003c.A.dialog-act.vkaraisk.98,<laugh>,576.662,579.024,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1003c-A-576.66-579.02-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1003c-A-576.66-579.02-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/lip_segments/IS1003c-A-576.66-579.02-laughter_lip.mp4
IS1003c-A-912.21-912.30-laughter,IS1003c,A,IS1003c.A.dialog-act.vkaraisk.135,<laugh>,912.21,912.304,be.pos,Be-Positive,Other,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1003c-A-912.21-912.30-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1003c-A-912.21-912.30-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/lip_segments/IS1003c-A-912.21-912.30-laughter_lip.mp4
IS1003c-A-914.53-916.96-laughter,IS1003c,A,IS1003c.A.dialog-act.vkaraisk.136,<laugh>,914.528,916.96,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1003c-A-914.53-916.96-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1003c-A-914.53-916.96-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/IS1003c-A-914.53-916.96-laughter_lip.mp4
IS1003c-A-1327.76-1328.19-laughter,IS1003c,A,IS1003c.A.dialog-act.vkaraisk.191,<laugh>,1327.76,1328.192,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1003c-A-1327.76-1328.19-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1003c-A-1327.76-1328.19-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/IS1003c-A-1327.76-1328.19-laughter_lip.mp4
IS1006a-C-131.07-132.03-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.1,<laugh>,131.072,132.029,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1006a-C-131.07-132.03-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1006a-C-131.07-132.03-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/lip_segments/IS1006a-C-131.07-132.03-laughter_lip.mp4
IS1006a-C-148.75-150.54-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.2,<laugh>,148.752,150.544,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/IS1006a-C-148.75-150.54-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/IS1006a-C-148.75-150.54-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/lip_segments/IS1006a-C-148.75-150.54-laughter_lip.mp4
IS1006a-C-156.09-157.46-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.4,<laugh>,156.094,157.458,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1006a-C-156.09-157.46-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1006a-C-156.09-157.46-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/lip_segments/IS1006a-C-156.09-157.46-laughter_lip.mp4
IS1006a-C-172.99-173.78-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.5,<laugh>,172.993,173.784,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/IS1006a-C-172.99-173.78-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/IS1006a-C-172.99-173.78-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/lip_segments/IS1006a-C-172.99-173.78-laughter_lip.mp4
IS1006a-C-176.64-177.57-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.6,<laugh>,176.64,177.568,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1006a-C-176.64-177.57-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1006a-C-176.64-177.57-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/lip_segments/IS1006a-C-176.64-177.57-laughter_lip.mp4
IS1006a-C-188.53-193.66-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.9,<laugh>,188.526,193.655,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1006a-C-188.53-193.66-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1006a-C-188.53-193.66-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/IS1006a-C-188.53-193.66-laughter_lip.mp4
IS1006a-C-195.65-197.69-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.10,<laugh>,195.649,197.69,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1006a-C-195.65-197.69-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1006a-C-195.65-197.69-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/lip_segments/IS1006a-C-195.65-197.69-laughter_lip.mp4
IS1006a-C-204.61-205.34-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.11,<laugh>,204.614,205.344,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1006a-C-204.61-205.34-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1006a-C-204.61-205.34-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/IS1006a-C-204.61-205.34-laughter_lip.mp4
IS1006a-C-265.52-265.66-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.22,<laugh>,265.52,265.663,ass,Assess,Task,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1006a-C-265.52-265.66-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1006a-C-265.52-265.66-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/IS1006a-C-265.52-265.66-laughter_lip.mp4
IS1006a-C-272.69-273.09-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.23,<laugh>,272.69,273.089,ass,Assess,Task,laughter,IS1006a.adjacency-pairs.dharshi.31,apt_1,Support/Possitive Assessment,D,IS1006a.D.dialog-act.dharshi.34,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1006a-C-272.69-273.09-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1006a-C-272.69-273.09-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/lip_segments/IS1006a-C-272.69-273.09-laughter_lip.mp4
IS1006a-C-278.44-279.64-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.24,<laugh>,278.442,279.644,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1006a-C-278.44-279.64-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1006a-C-278.44-279.64-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/lip_segments/IS1006a-C-278.44-279.64-laughter_lip.mp4
IS1006a-C-304.33-308.40-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.27,<laugh>,304.327,308.398,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1006a-C-304.33-308.40-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1006a-C-304.33-308.40-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/IS1006a-C-304.33-308.40-laughter_lip.mp4
IS1006a-C-334.13-336.12-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.29,<laugh>,334.135,336.118,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1006a-C-334.13-336.12-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1006a-C-334.13-336.12-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/IS1006a-C-334.13-336.12-laughter_lip.mp4
IS1006a-C-337.36-338.84-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.30,<laugh>,337.355,338.836,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/IS1006a-C-337.36-338.84-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/IS1006a-C-337.36-338.84-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/lip_segments/IS1006a-C-337.36-338.84-laughter_lip.mp4
IS1006a-C-340.59-343.65-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.32,<laugh>,340.592,343.648,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1006a-C-340.59-343.65-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1006a-C-340.59-343.65-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/lip_segments/IS1006a-C-340.59-343.65-laughter_lip.mp4
IS1006a-C-344.13-346.00-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.33,<laugh>,344.128,345.997,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1006a-C-344.13-346.00-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1006a-C-344.13-346.00-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/lip_segments/IS1006a-C-344.13-346.00-laughter_lip.mp4
IS1006a-C-367.42-369.55-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.35,<laugh>,367.424,369.552,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1006a-C-367.42-369.55-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1006a-C-367.42-369.55-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/IS1006a-C-367.42-369.55-laughter_lip.mp4
IS1006a-C-427.36-427.60-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.50,<laugh>,427.36,427.6,sug,Suggest,Task,laughter,IS1006a.adjacency-pairs.dharshi.64,apt_1,Support/Possitive Assessment,D,IS1006a.D.dialog-act.dharshi.69,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1006a-C-427.36-427.60-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1006a-C-427.36-427.60-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/IS1006a-C-427.36-427.60-laughter_lip.mp4
IS1006a-C-427.36-427.60-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.50,<laugh>,427.36,427.6,sug,Suggest,Task,laughter,IS1006a.adjacency-pairs.dharshi.65,apt_1,Support/Possitive Assessment,A,IS1006a.A.dialog-act.dharshi.78,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1006a-C-427.36-427.60-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1006a-C-427.36-427.60-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/IS1006a-C-427.36-427.60-laughter_lip.mp4
IS1006a-C-457.65-461.38-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.56,<laugh>,457.649,461.379,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/IS1006a-C-457.65-461.38-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/IS1006a-C-457.65-461.38-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/lip_segments/IS1006a-C-457.65-461.38-laughter_lip.mp4
IS1006a-C-484.38-484.81-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.58,<laugh>,484.38,484.815,ass,Assess,Task,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1006a-C-484.38-484.81-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1006a-C-484.38-484.81-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/lip_segments/IS1006a-C-484.38-484.81-laughter_lip.mp4
IS1006a-C-622.19-622.89-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.86,<laugh>,622.192,622.887,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1006a-C-622.19-622.89-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1006a-C-622.19-622.89-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/IS1006a-C-622.19-622.89-laughter_lip.mp4
IS1006a-C-627.83-630.13-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.89,<laugh>,627.834,630.131,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1006a-C-627.83-630.13-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1006a-C-627.83-630.13-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/lip_segments/IS1006a-C-627.83-630.13-laughter_lip.mp4
IS1006a-C-632.70-635.55-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.90,<laugh>,632.704,635.552,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1006a-C-632.70-635.55-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1006a-C-632.70-635.55-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/lip_segments/IS1006a-C-632.70-635.55-laughter_lip.mp4
IS1006a-C-641.44-644.22-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.91,<laugh>,641.44,644.218,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1006a-C-641.44-644.22-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1006a-C-641.44-644.22-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/lip_segments/IS1006a-C-641.44-644.22-laughter_lip.mp4
IS1006a-C-658.02-658.22-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.93,<laugh>,658.02,658.224,bck,Backchannel,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1006a-C-658.02-658.22-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1006a-C-658.02-658.22-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/lip_segments/IS1006a-C-658.02-658.22-laughter_lip.mp4
IS1006a-C-714.78-715.20-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.105,<laugh>,714.78,715.197,bck,Backchannel,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1006a-C-714.78-715.20-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1006a-C-714.78-715.20-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/lip_segments/IS1006a-C-714.78-715.20-laughter_lip.mp4
IS1006a-C-725.45-726.32-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.110,<laugh>,725.451,726.317,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1006a-C-725.45-726.32-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1006a-C-725.45-726.32-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/lip_segments/IS1006a-C-725.45-726.32-laughter_lip.mp4
IS1006a-C-727.50-728.77-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.109,<laugh>,727.504,728.775,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/IS1006a-C-727.50-728.77-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/IS1006a-C-727.50-728.77-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/lip_segments/IS1006a-C-727.50-728.77-laughter_lip.mp4
IS1006a-C-729.98-730.99-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.108,<laugh>,729.984,730.993,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1006a-C-729.98-730.99-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1006a-C-729.98-730.99-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/lip_segments/IS1006a-C-729.98-730.99-laughter_lip.mp4
IS1006a-C-736.28-737.14-laughter,IS1006a,C,IS1006a.C.dialog-act.dharshi.113,<laugh>,736.28,737.136,ass,Assess,Task,laughter,IS1006a.adjacency-pairs.dharshi.121,apt_1,Support/Possitive Assessment,D,IS1006a.D.dialog-act.dharshi.124,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/IS1006a-C-736.28-737.14-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/IS1006a-C-736.28-737.14-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/lip_segments/IS1006a-C-736.28-737.14-laughter_lip.mp4
ES2002c-A-344.22-345.14-laughter,ES2002c,A,ES2002c.A.dialog-act.dharshi.12,<laugh>,344.22,345.142,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/ES2002c-A-344.22-345.14-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/ES2002c-A-344.22-345.14-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/lip_segments/ES2002c-A-344.22-345.14-laughter_lip.mp4
ES2002c-A-382.56-384.69-laughter,ES2002c,A,ES2002c.A.dialog-act.dharshi.13,<laugh>,382.56,384.686,fra,Fragment,Minor,laughter,,,,,,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/ES2002c-A-382.56-384.69-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/ES2002c-A-382.56-384.69-laughter.mp4,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/lip_segments/ES2002c-A-382.56-384.69-laughter_lip.mp4
