segment_id,meeting_id,speaker_id,dact_id,word,start_time,end_time,dialogue_act_type,dialogue_act_gloss,dialogue_act_category,event_type,audio,video,lip_video
TS3011d-D-1576.32-1576.98-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.96,<laugh>,1576.32,1576.976,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3011d-D-1576.32-1576.98-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3011d-D-1576.32-1576.98-laughter.mp4,
TS3011d-D-1587.25-1588.33-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.98,<laugh>,1587.247,1588.328,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/TS3011d-D-1587.25-1588.33-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/TS3011d-D-1587.25-1588.33-laughter.mp4,
TS3011d-D-1667.28-1668.60-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.102,<laugh>,1667.284,1668.598,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3011d-D-1667.28-1668.60-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3011d-D-1667.28-1668.60-laughter.mp4,
TS3011d-D-1670.29-1671.65-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.103,<laugh>,1670.286,1671.648,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3011d-D-1670.29-1671.65-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3011d-D-1670.29-1671.65-laughter.mp4,
TS3011d-D-1700.25-1701.18-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.105,<laugh>,1700.253,1701.185,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3011d-D-1700.25-1701.18-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3011d-D-1700.25-1701.18-laughter.mp4,
TS3011d-D-1853.04-1853.04-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.111,<laugh>,1853.044,1853.044,ass,Assess,Task,laughter,,,
TS3011d-D-1935.22-1935.95-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.115,<laugh>,1935.219,1935.952,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3011d-D-1935.22-1935.95-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3011d-D-1935.22-1935.95-laughter.mp4,
TS3011d-D-2076.05-2076.72-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.119,<laugh>,2076.048,2076.72,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/TS3011d-D-2076.05-2076.72-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/TS3011d-D-2076.05-2076.72-laughter.mp4,
TS3011d-D-2081.16-nan-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.120,<laugh>,2081.157,,be.pos,Be-Positive,Other,laughter,,,
TS3011d-D-2090.79-2090.90-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.122,<laugh>,2090.794,2090.903,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3011d-D-2090.79-2090.90-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3011d-D-2090.79-2090.90-laughter.mp4,
TS3011d-D-2105.72-2106.26-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.123,<laugh>,2105.721,2106.261,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3011d-D-2105.72-2106.26-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3011d-D-2105.72-2106.26-laughter.mp4,
TS3011d-D-2134.62-2135.80-laughter,TS3011d,D,TS3011d.D.dialog-act.vkaraisk.124,<laugh>,2134.621,2135.801,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3011d-D-2134.62-2135.80-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3011d-D-2134.62-2135.80-laughter.mp4,
IS1007c-C-58.71-60.12-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.1,<laugh>,58.712,60.118,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1007c-C-58.71-60.12-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1007c-C-58.71-60.12-laughter.mp4,
IS1007c-C-140.38-140.38-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.9,<laugh>,140.38,140.38,inf,Inform,Task,laughter,,,
IS1007c-C-203.37-203.37-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.18,<laugh>,203.37,203.37,inf,Inform,Task,laughter,,,
IS1007c-C-245.81-245.81-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.23,<laugh>,245.81,245.81,inf,Inform,Task,laughter,,,
IS1007c-C-248.07-248.07-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.23,<laugh>,248.07,248.07,inf,Inform,Task,laughter,,,
IS1007c-C-278.30-278.30-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.28,<laugh>,278.3,278.3,inf,Inform,Task,laughter,,,
IS1007c-C-301.12-301.82-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.30,<laugh>,301.12,301.824,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1007c-C-301.12-301.82-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1007c-C-301.12-301.82-laughter.mp4,
IS1007c-C-381.83-381.83-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.44,<laugh>,381.83,381.83,fra,Fragment,Minor,laughter,,,
IS1007c-C-402.23-402.23-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.48,<laugh>,402.23,402.23,inf,Inform,Task,laughter,,,
IS1007c-C-452.13-452.13-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.54,<laugh>,452.132,452.132,off,Offer,Other,laughter,,,
IS1007c-C-478.32-481.90-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.53,<laugh>,478.32,481.903,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1007c-C-478.32-481.90-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1007c-C-478.32-481.90-laughter.mp4,
IS1007c-C-614.70-616.06-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.56,<laugh>,614.704,616.059,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1007c-C-614.70-616.06-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1007c-C-614.70-616.06-laughter.mp4,
IS1007c-C-780.35-781.53-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.59,<laugh>,780.352,781.53,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/IS1007c-C-780.35-781.53-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/IS1007c-C-780.35-781.53-laughter.mp4,
IS1007c-C-802.03-803.80-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.60,<laugh>,802.03,803.805,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1007c-C-802.03-803.80-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1007c-C-802.03-803.80-laughter.mp4,
IS1007c-C-804.99-805.52-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.61,<laugh>,804.992,805.519,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1007c-C-804.99-805.52-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1007c-C-804.99-805.52-laughter.mp4,
IS1007c-C-885.57-886.03-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.69,<laugh>,885.57,886.029,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1007c-C-885.57-886.03-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1007c-C-885.57-886.03-laughter.mp4,
IS1007c-C-978.10-978.49-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.80,<laugh>,978.1,978.494,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1007c-C-978.10-978.49-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1007c-C-978.10-978.49-laughter.mp4,
IS1007c-C-979.58-979.58-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.81,<laugh>,979.584,979.584,inf,Inform,Task,laughter,,,
IS1007c-C-1044.85-1044.85-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.85,<laugh>,1044.85,1044.85,sug,Suggest,Task,laughter,,,
IS1007c-C-1214.94-1214.94-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.93,<laugh>,1214.94,1214.94,inf,Inform,Task,laughter,,,
IS1007c-C-1237.25-1237.25-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.97,<laugh>,1237.25,1237.25,inf,Inform,Task,laughter,,,
IS1007c-C-1302.05-1306.05-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.105,<laugh>,1302.049,1306.045,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/IS1007c-C-1302.05-1306.05-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/IS1007c-C-1302.05-1306.05-laughter.mp4,
IS1007c-C-1471.49-1471.49-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.127,<laugh>,1471.49,1471.49,inf,Inform,Task,laughter,,,
IS1007c-C-1498.08-1499.16-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.130,<laugh>,1498.082,1499.16,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1007c-C-1498.08-1499.16-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1007c-C-1498.08-1499.16-laughter.mp4,
IS1007c-C-1547.00-1547.00-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.133,<laugh>,1547.0,1547.0,sug,Suggest,Task,laughter,,,
IS1007c-C-1655.96-1655.96-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.146,<laugh>,1655.96,1655.96,fra,Fragment,Minor,laughter,,,
IS1007c-C-1675.48-1675.48-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.148,<laugh>,1675.48,1675.48,bck,Backchannel,Minor,laughter,,,
IS1007c-C-1818.69-1819.18-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.161,<laugh>,1818.69,1819.179,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1007c-C-1818.69-1819.18-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1007c-C-1818.69-1819.18-laughter.mp4,
IS1007c-C-1967.01-1967.01-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.171,<laugh>,1967.01,1967.01,inf,Inform,Task,laughter,,,
IS1007c-C-1977.10-1977.10-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.173,<laugh>,1977.1,1977.1,inf,Inform,Task,laughter,,,
IS1007c-C-1995.89-1995.89-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.174,<laugh>,1995.89,1995.89,inf,Inform,Task,laughter,,,
IS1007c-C-2024.91-2024.91-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.176,<laugh>,2024.912,2024.912,bck,Backchannel,Minor,laughter,,,
IS1007c-C-2052.32-2056.41-laughter,IS1007c,C,IS1007c.C.dialog-act.s9553330.180,<laugh>,2052.32,2056.405,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1007c-C-2052.32-2056.41-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1007c-C-2052.32-2056.41-laughter.mp4,
ES2006c-C-66.90-67.00-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.18,<laugh>,66.9,67.005,be.pos,Be-Positive,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/ES2006c-C-66.90-67.00-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/ES2006c-C-66.90-67.00-laughter.mp4,
ES2006c-C-262.17-263.64-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.33,<laugh>,262.171,263.643,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/ES2006c-C-262.17-263.64-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/ES2006c-C-262.17-263.64-laughter.mp4,
ES2006c-C-351.25-351.25-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.45,<laugh>,351.25,351.25,be.pos,Be-Positive,Other,laughter,,,
ES2006c-C-352.30-352.90-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.45,<laugh>,352.3,352.896,be.pos,Be-Positive,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/ES2006c-C-352.30-352.90-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/ES2006c-C-352.30-352.90-laughter.mp4,
ES2006c-C-403.01-403.52-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.49,<laugh>,403.009,403.52,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/ES2006c-C-403.01-403.52-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/ES2006c-C-403.01-403.52-laughter.mp4,
ES2006c-C-757.62-758.03-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.76,<laugh>,757.616,758.032,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/ES2006c-C-757.62-758.03-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/ES2006c-C-757.62-758.03-laughter.mp4,
ES2006c-C-1241.16-1242.37-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.124,<laugh>,1241.159,1242.371,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/ES2006c-C-1241.16-1242.37-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/ES2006c-C-1241.16-1242.37-laughter.mp4,
ES2006c-C-1336.58-1336.58-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.138,<laugh>,1336.58,1336.58,inf,Inform,Task,laughter,,,
ES2006c-C-1343.04-1343.39-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.139,<laugh>,1343.04,1343.392,sug,Suggest,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2006c-C-1343.04-1343.39-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2006c-C-1343.04-1343.39-laughter.mp4,
ES2006c-C-1429.03-1430.09-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.148,<laugh>,1429.025,1430.091,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/ES2006c-C-1429.03-1430.09-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/ES2006c-C-1429.03-1430.09-laughter.mp4,
ES2006c-C-1464.59-1464.59-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.156,<laugh>,1464.59,1464.59,inf,Inform,Task,laughter,,,
ES2006c-C-1772.88-1775.06-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.196,<laugh>,1772.884,1775.055,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/ES2006c-C-1772.88-1775.06-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/ES2006c-C-1772.88-1775.06-laughter.mp4,
ES2006c-C-1815.85-1816.44-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.202,<laugh>,1815.85,1816.44,sug,Suggest,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0009/audio_segments/ES2006c-C-1815.85-1816.44-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0009/video_segments/ES2006c-C-1815.85-1816.44-laughter.mp4,
ES2006c-C-2067.29-2067.29-laughter,ES2006c,C,ES2006c.C.dialog-act.s9553330.246,<laugh>,2067.29,2067.29,inf,Inform,Task,laughter,,,
IS1000a-B-225.52-225.52-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.21,<laugh>,225.52,225.52,stl,Stall,Minor,laughter,,,
IS1000a-B-294.92-294.92-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.41,<laugh>,294.92,294.92,el.inf,Elicit-Inform,Elicit,laughter,,,
IS1000a-B-518.28-518.28-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.93,<laugh>,518.28,518.28,inf,Inform,Task,laughter,,,
IS1000a-B-568.66-568.66-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.105,<laugh>,568.66,568.66,sug,Suggest,Task,laughter,,,
IS1000a-B-597.32-597.45-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.109,<laugh>,597.32,597.449,off,Offer,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1000a-B-597.32-597.45-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1000a-B-597.32-597.45-laughter.mp4,
IS1000a-B-599.01-599.71-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.110,<laugh>,599.006,599.712,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/IS1000a-B-599.01-599.71-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/IS1000a-B-599.01-599.71-laughter.mp4,
IS1000a-B-641.68-641.74-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.113,<laugh>,641.68,641.74,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1000a-B-641.68-641.74-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1000a-B-641.68-641.74-laughter.mp4,
IS1000a-B-855.43-855.95-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.137,<laugh>,855.43,855.952,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/IS1000a-B-855.43-855.95-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/IS1000a-B-855.43-855.95-laughter.mp4,
IS1000a-B-857.95-859.30-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.138,<laugh>,857.952,859.296,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/IS1000a-B-857.95-859.30-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/IS1000a-B-857.95-859.30-laughter.mp4,
IS1000a-B-886.91-886.91-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.141,<laugh>,886.911,886.911,inf,Inform,Task,laughter,,,
IS1000a-B-900.61-904.59-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.143,<laugh>,900.608,904.592,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1000a-B-900.61-904.59-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1000a-B-900.61-904.59-laughter.mp4,
IS1000a-B-909.13-909.23-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.144,<laugh>,909.13,909.232,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/IS1000a-B-909.13-909.23-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/IS1000a-B-909.13-909.23-laughter.mp4,
IS1000a-B-919.65-923.33-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.146,<laugh>,919.648,923.328,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1000a-B-919.65-923.33-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1000a-B-919.65-923.33-laughter.mp4,
IS1000a-B-934.19-934.19-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.147,<laugh>,934.19,934.19,ass,Assess,Task,laughter,,,
IS1000a-B-971.99-971.99-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.154,<laugh>,971.993,971.993,oth,Other,Other,laughter,,,
IS1000a-B-977.09-977.14-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.154,<laugh>,977.09,977.14,oth,Other,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/IS1000a-B-977.09-977.14-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/IS1000a-B-977.09-977.14-laughter.mp4,
IS1000a-B-983.32-984.46-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.156,<laugh>,983.317,984.455,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1000a-B-983.32-984.46-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1000a-B-983.32-984.46-laughter.mp4,
IS1000a-B-997.86-997.86-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.160,<laugh>,997.86,997.86,ass,Assess,Task,laughter,,,
IS1000a-B-1007.63-1007.87-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.161,<laugh>,1007.632,1007.872,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1000a-B-1007.63-1007.87-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1000a-B-1007.63-1007.87-laughter.mp4,
IS1000a-B-1012.57-1013.32-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.163,<laugh>,1012.572,1013.318,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/IS1000a-B-1012.57-1013.32-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/IS1000a-B-1012.57-1013.32-laughter.mp4,
IS1000a-B-1033.78-1033.78-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.168,<laugh>,1033.78,1033.78,sug,Suggest,Task,laughter,,,
IS1000a-B-1081.05-1081.05-laughter,IS1000a,B,IS1000a.B.dialog-act.vkaraisk.176,<laugh>,1081.05,1081.05,inf,Inform,Task,laughter,,,
ES2010b-C-174.14-174.14-laughter,ES2010b,C,ES2010b.C.dialog-act.dharshi.3,<laugh>,174.136,174.136,fra,Fragment,Minor,laughter,,,
ES2010b-C-218.60-219.01-laughter,ES2010b,C,ES2010b.C.dialog-act.dharshi.11,<laugh>,218.6,219.008,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/ES2010b-C-218.60-219.01-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/ES2010b-C-218.60-219.01-laughter.mp4,
